,Nearest Neighbour Distance,Polarization
0,4.872632943556511,2.4793519742579733
1,4.756978473092574,2.4636514338565023
2,4.71496636239731,2.3367419998721006
3,4.7797354584271,2.413956638389307
4,4.729868767748085,2.3395758466871155
5,4.7177756570749025,2.3162297236581493
6,4.742819883350254,2.3328629196360677
7,4.7999702422041,2.2411996829259833
8,4.90900204385028,2.1957465514434027
9,4.894146640086418,2.0699761090117894
10,4.925408253373611,2.2168675812270573
11,4.895752208104479,2.239238683046248
12,4.821335772623696,2.200077068144693
13,4.761710456606111,2.042814553289083
14,4.6679156614076645,1.992866795114558
15,4.599103649259872,1.9992255211919128
16,4.60895656587438,2.077440577439149
17,4.62546060065331,2.114565382517448
18,4.620717276798128,1.9970098806282832
19,4.544219149707533,1.9495711219501666
20,4.4591389477177525,1.9782396268959
21,4.460458466982515,1.9986713857088836
22,4.547394661774223,1.9135208182203978
23,4.621884536918965,1.945144210381589
24,4.6519181183877025,2.109841316631765
25,4.7040229777526585,2.017301989129133
26,4.706454822570035,1.9766470283232498
27,4.779671799438178,1.9996022293099691
28,4.735652364319036,1.9366328949393001
29,4.736194041474339,1.9198648598348589
30,4.668015833610393,1.9195012907315165
31,4.5959046457168755,1.8784095276863821
32,4.5127289994200215,1.9299954422929313
33,4.385935100392221,1.9789476153790713
34,4.414578067509498,1.9711781526063592
35,4.443634183363003,1.9502144220494864
36,4.57026860121849,1.928064255417466
37,4.592298405190541,1.8763631728284131
38,4.696262807511198,1.8143954610298043
39,4.708378449817507,1.8815634326924955
40,4.825797980575481,1.798729995713647
41,4.7670911542292345,1.8327124869596674
42,4.642957395441381,1.7317952516397275
43,4.689434872729089,1.8221808039904337
44,4.739667000333107,1.8515057984779695
45,4.694547106898492,1.8647844302588639
46,4.720343526047977,1.8222878720279572
47,4.711080764521626,1.852323030191402
48,4.706675388853086,1.884472159310297
49,4.668004316292376,1.9075945136998864
50,4.611437884575885,1.90763621956302
51,4.593024250526864,2.007739262573694
52,4.585780510373124,1.985165271088169
53,4.5892449418977135,1.9885168302476175
54,4.56816702265175,1.9866309233775965
55,4.530433202519614,2.069718272099556
56,4.570430522504878,2.0764558451983737
57,4.660243947580384,2.0748973838118276
58,4.75281032534904,2.029966334835896
59,4.795732958538722,1.9256615084639197
60,4.811987579350426,1.9747548299950983
61,4.733123577173941,1.9695238085501003
62,4.800187063769139,1.9440932054022428
63,4.863310758889895,1.9704083882153602
64,4.964087780423199,1.9146420240582986
65,4.950482102881047,1.846286690332796
66,4.971693571563156,1.8262828614554438
67,4.941030237192134,1.899677114814112
68,4.896539513461835,1.8892344532993792
69,4.884443223375296,1.8802573292909783
70,5.005168624066261,1.9023874648075836
71,5.0941524505330715,1.969242666047742
72,5.123774281065186,1.8857014143740765
73,5.062680979347307,1.8913483486866665
74,4.995235780082333,1.8317685200502614
75,4.880051588923365,1.8772570380505904
76,4.754407949603921,1.7677496376613964
77,4.646698075171905,1.766788273839207
78,4.5111923566948455,1.7641633138292538
79,4.434786050111018,1.7652771052147913
80,4.545652478797189,1.7171586192617885
81,4.589100570300141,1.6751460609423834
82,4.648265299457278,1.7596338001539138
83,4.788863586825513,1.7475777449047956
84,4.888176612938645,1.70453732281094
85,5.059633270902429,1.673715070393961
86,5.053487580797028,1.7319281591572944
87,5.0687448792605645,1.6963848846801548
88,5.107584034249891,1.6343042980249924
89,5.017876752174777,1.7243201897110936
90,5.049894638400437,1.751569309654919
91,5.006118358477328,1.762174952524267
92,4.983294502113151,1.8655635189931585
93,4.9334167653743215,1.5973239555862109
94,4.846151394417783,1.6848657498205126
95,4.78614094743305,1.5558041932201778
96,4.739510193393411,1.6312027528330253
97,4.783356144633374,1.5478526048450196
98,4.845935334743424,1.5290872849106019
99,4.830895080349566,1.5736983829242708
100,4.805764993205554,1.5509944826987467
101,4.796977546112796,1.626174525510946
102,4.887395918531613,1.740647082773335
103,4.814025280039834,1.5919457167720379
104,4.7551976945837025,1.5856821644933068
105,4.7094735767116,1.554935506391002
106,4.6796432935568415,1.418173771338147
107,4.681442478359984,1.606697446028966
108,4.628314086069634,1.6608363597409852
109,4.5896832878328375,1.586927585623878
110,4.5849310776733585,1.6149917067315034
111,4.664862765751237,1.5275777430967166
112,4.786537791693077,1.5061948138901875
113,4.856928935048333,1.5637642637652787
114,4.7476120639294885,1.5397476426706467
115,4.6403687505648135,1.5399419106875616
116,4.601285742547495,1.5094157925381742
117,4.563409516358069,1.6819394220548918
118,4.573484433649889,1.7148485308540842
119,4.689552673172491,1.7007037424300524
120,4.713602618015103,1.7290247071608218
121,4.739592984643453,1.7105843934416787
122,4.726995886928428,1.6030660203890585
123,4.895499744639202,1.5844104462740067
124,4.8623718601370465,1.52563318622023
125,4.834149541191005,1.697315220400378
126,4.826879964071692,1.6158621920843164
127,4.739091894871547,1.5145884338842919
128,4.71057209650961,1.5853841186002413
129,4.629266736206307,1.5468265048575682
130,4.574242839792732,1.5008394724432668
131,4.5387726636369345,1.4883767079116081
132,4.538526039707296,1.6262807345770163
133,4.773655541366658,1.6190079255954868
134,4.81049371883168,1.6575135819264446
135,4.881765370642929,1.5683576614443853
136,4.877752292611902,1.517883277333098
137,4.917652295799176,1.4776743889970447
138,4.958902756162044,1.4426196955343196
139,5.004999733481529,1.415783701140653
