,Nearest Neighbour Distance,Polarization
0,4.9793186962962785,2.266090955897056
1,4.865505409655369,2.4067536655640733
2,4.7735486669379,2.391163740936287
3,4.808457851860204,2.2724528249060567
4,5.0323455339392105,2.352639653565391
5,4.870729287176633,2.368407548843149
6,4.825244830105879,2.4224372894823376
7,4.6756403982019235,2.3761269066071327
8,4.97718881372345,2.464856658188251
9,4.802602940872145,2.400297156977209
10,4.799614120867636,2.4102315920368524
11,4.797226533334308,2.402830727069044
12,4.925327230589345,2.3991859503218973
13,5.050145840868105,2.519851288748937
14,4.881599734727653,2.4868885308405004
15,4.507219508376138,2.5319771819014463
16,4.890518826175815,2.5472342639744685
17,4.889816515064067,2.3750701227145754
18,4.782770726666327,2.4314195119387527
19,4.851286660172563,2.3158805967351563
20,4.880068997160707,2.3475811480624444
21,4.872522922769473,2.2775290441440443
22,5.044672407661469,2.3026113735070814
23,5.008444121039776,2.2385120997792805
24,4.625880883349552,2.39357053470997
25,4.686483375874135,2.34153901636802
26,4.7144473245584235,2.3249461639283333
27,4.794181402391584,2.3886049327804195
28,4.797040307044433,2.3494098568756288
29,4.704225511399182,2.4109000919575303
30,5.066465278093919,2.3285432630323184
31,5.129972499163002,2.25810154898297
32,4.711657649377466,2.21363925800317
33,5.087635164939882,2.202477068819565
34,4.891869554605722,2.2418867018118704
35,4.82158694286977,2.179093863954564
36,4.717752399031552,2.2050586492027024
37,4.7921241790496945,2.12556474174015
38,4.695910326566076,2.024402787806673
39,4.611179050578389,1.8955626134960781
40,4.88375503869855,2.066171293207974
41,5.018171278710968,2.0333303199532864
42,4.693914939937605,2.05161501914182
43,4.895894689948197,2.0747524253325107
44,4.788464738105063,2.1165343841732556
45,4.796495065138798,2.1206517184363856
46,5.116319483401372,2.159133096739658
47,4.869839265674161,2.1844242870763533
48,4.998459337005923,2.112810260322888
49,5.0666081122576045,2.072680183536935
50,4.9785233300238385,2.118708354691127
51,5.046777291411985,2.135875810164192
52,4.802827733990372,1.9833100611909322
53,4.7236048099677985,2.0776262426125753
54,4.923031228948239,1.9597897577240602
55,4.93716063724714,2.0284600604840843
56,4.9189082263490045,2.0569631536807833
57,4.919346936173939,2.1369223044480794
58,4.88260332684805,1.9857970012476833
59,4.948831853325023,2.028377625749182
60,4.734941426069638,1.9785570581319
61,4.879421083415687,1.9589020541650837
62,4.62720674281175,1.9762930309557982
63,4.942550558120044,1.9917881255621974
64,4.887058101028371,1.9828873461680705
65,4.981619466070867,2.0597891791374714
66,4.963443267829907,2.0602038435120766
67,5.1555876750315965,2.0647288352042477
68,4.904954930556952,2.047787979662684
69,4.893783925098947,2.0589581596892534
70,4.980305976813514,2.136739941765985
71,4.87849119278742,2.187186231957997
72,5.139419538482156,2.0247379440099396
73,4.846273544219229,2.0763193015867794
74,4.916153874723332,1.9820088708849068
75,4.939424186029033,1.9188991688474846
76,5.170032904342374,1.8239269817149473
77,4.524229335045563,1.8807847272934333
78,4.826234905541313,1.839462596624175
79,4.749296929385917,1.8064700573340575
80,4.984088942028622,1.799683482024955
81,4.709652162708046,1.871902197567524
82,4.854164848681543,1.891279636242265
83,4.779200309046019,1.8946482624195542
84,5.121225215204871,1.9593736659793177
85,4.758640783918615,1.863045219364953
86,4.847457002590461,1.8902225835438413
87,4.855058239156392,1.924722976536518
88,4.829555087926182,1.9478156007802199
89,4.677741739155381,1.9169706866196798
90,4.809243317806337,1.7595268144412053
91,5.06633852840426,1.8523489677763691
92,4.841590154743022,1.8272238649931132
93,4.55806449612218,1.923475743974592
94,4.96381686531698,1.8607841585484615
95,4.588741864011252,1.9113515348423755
96,4.8427020877441596,1.8747054601664008
97,4.746943844813007,1.7800989406411527
98,4.9257351243773995,1.7920082371408892
99,4.9877693933401055,1.6454866933257684
100,4.657294207543952,1.709025461197783
101,4.626108859132271,1.647050364377554
102,5.24619317076466,1.6598215816542239
