,NND,Polar
164,6.126063907981951,1.5290231196883897
165,6.026188275915714,1.5090872629817385
166,5.95115058803944,1.500329920562566
167,5.987896513877886,1.4209138922849225
168,5.95416156547269,1.3907878678428482
169,5.988421220076373,1.559751651680762
170,6.019192929877689,1.4585840011382436
171,6.094824718679262,1.4550205146419193
172,6.234457735658456,1.5093115390933216
173,6.295158874093777,1.5223261148129783
174,6.465500794983691,1.479146255554094
175,6.445880182290064,1.4567811831425415
176,6.468030118876879,1.368189300631855
177,6.499741910157276,1.3305223051593322
178,6.5259256609148215,1.2982003260874984
179,6.550897722833481,1.2923760753676707
180,6.602555154055057,1.2048692104407748
181,6.663292482076197,1.10648539130838
182,6.600980545513653,1.1110264923241002
183,6.554129549760538,1.1080786573608263
184,6.484954570109826,1.1178071426782563
185,6.450963956752333,1.0232351601802225
186,6.516050136900312,1.0022727666108233
187,6.604508046903252,1.0965730879246032
188,6.948317036288414,1.0094518140691044
189,6.969361763520566,0.9807640119424543
190,7.002240926193679,0.9465589427722845
191,7.025612223923465,1.0040555979595238
192,7.029887086629539,0.9811622678501031
193,7.183857644490026,0.9992518633853125
194,7.018158573160828,1.0163678640384735
195,7.031900533520058,1.02460090221839
196,6.992026598430787,1.064077295063937
197,6.492311739412824,1.1257884722368727
198,6.406424905774782,1.1257414654329225
199,6.095491067888881,1.1265493380497844
200,5.973795492173934,1.2763576111207633
201,5.995429053504154,1.3796860165992588
202,5.8057168828474754,1.3523305311574683
203,5.951054797243212,1.317497346267298
204,5.9846973106624315,1.353160871677849
205,5.945750405499292,1.3193474491267034
206,6.139656920262095,1.2458225820834663
207,6.151834998217198,1.16679976383212
208,6.060924371046003,1.1063704121160338
209,6.06606965716041,1.0457881293988067
210,5.796254274950967,1.0449592318977476
211,5.791780350275432,1.0604142492045243
212,5.846715426619705,1.0869635836294371
213,5.801050542472223,1.0374866757039771
214,5.7647929022172555,0.8936722392964758
215,5.762593351952437,0.8895048723357805
216,5.830598111044485,0.8755898403310841
217,5.858620326382039,0.942724380170602
218,5.948791279903925,0.9188965553412494
219,6.475955417722402,0.9401175180994856
220,6.600909493886445,0.9418325548274391
221,6.7482432956616085,0.9392599172303637
222,7.043437415319534,1.0020704858538727
223,7.085851914000728,0.8659273744734693
224,7.196555259963679,0.9719029935688801
225,7.089776501304473,1.1021027702550443
226,7.067786392025282,0.9956391467671319
227,6.887812566131753,1.024475106273921
228,6.431944744969441,1.0072347508360335
229,6.37200114936231,0.9873712279740985
230,6.2776445529856195,1.0016342452394134
231,6.798712588311002,0.9715129904553071
232,6.6831778358844875,1.1306361592697596
233,6.73925999227691,1.1070164832296536
234,7.020500343242919,1.0461657125507227
235,6.721006891602393,1.0876752089572161
236,6.648096595952682,1.1778719778356783
237,6.676409790676181,1.1640614816195802
238,6.5343633922386335,1.0910644699730634
239,6.15845453497104,1.0486068346111503
240,6.181256162233836,1.0361534490685773
241,6.184293552707986,1.001103235903676
242,6.263643572833798,1.0185481966461571
243,6.542099721713164,1.0183429723533888
244,6.735577260732773,1.0937252358688148
245,6.80065845175441,1.021565178238178
246,6.80773893347487,1.0482223923943665
247,6.708748114691587,1.004133439941398
248,6.688259571242692,0.996533988336785
249,6.632113789595637,0.978384464608798
250,6.562903385598079,1.0445894281663797
251,6.157413153683689,1.013491797465483
252,6.102604281934462,0.9670906561454811
253,6.036866605859854,1.022339003094649
254,5.98748014742288,1.0310319239567383
255,6.056720576089365,0.9810787208155428
256,6.0795772578636695,0.9519407252974205
257,6.060935635924173,0.9505444197018955
258,6.097987107454889,0.9427307362907492
259,6.118213943859034,1.02551389117746
260,6.20011963243355,1.022036944380907
261,6.170381982688736,0.9381250601735888
262,6.308215900444654,0.8077803891068088
263,6.416051153218469,0.724360405666959
264,6.306378784387333,0.8407863963463553
265,6.395569159608615,0.9104535632802914
266,6.268178182480222,0.882974223712632
267,6.2332007893108505,0.9061459742044526
268,6.18868999387281,0.9069047901173185
269,6.13699097723823,0.7771974974982945
270,6.133164497273611,0.8066734189807653
271,6.243227716919129,0.8599786114242116
272,6.2665343147612695,0.8785895088293688
273,6.598247921651871,0.8920643741410446
274,6.722035785818555,0.8808068008330299
275,6.818440445412717,0.8976186753979153
276,6.859069413963251,0.9176183229648583
277,6.698183945479489,0.8809992021568884
278,6.907438792143963,0.8928394942934749
279,6.933747253792527,0.9266512979742565
280,6.945231277706137,0.9282444432967145
281,6.9374703483747195,0.9507371830526183
282,6.309858314243593,1.068833850195662
283,6.916182404650021,0.997209141907895
284,6.975942294815824,0.9837260253168265
285,7.131334132934551,0.9398362150978294
286,7.165753448050538,0.905163405413139
287,6.909392608606882,0.8859141282446913
288,7.092534542457319,0.9617079675718958
289,6.9640487488104394,0.9814631858351961
290,6.859092457022147,0.8366454076123044
291,6.564295005499965,0.8942141947383623
292,6.957091861309562,0.8800522277268393
293,6.906630240215573,0.8279962877429257
294,6.782078986624229,0.821900169817056
295,6.591317102456806,0.7466379681254143
296,6.519707491362832,0.7213968946023306
297,6.444415994536104,0.6923489793514744
298,6.392806410808771,0.6363446554974118
299,6.332655099685542,0.6541504224842127
300,6.273628661097142,0.6964530638524271
301,6.223379269653666,0.6773023260357209
302,6.200694141814593,0.609199556607192
303,6.043512289077195,0.7427896119921635
304,5.9602670208421875,0.7416965581448681
305,5.969563658965495,0.8005772668255678
306,6.113527842594911,0.6773523194369857
307,6.115835202590927,0.7588074470667729
308,6.405636402984544,0.7415864892517834
309,6.489185071173729,0.8265766790932781
310,6.465454194997392,0.7910328019944848
311,6.4789297277727895,0.7675832355302838
312,6.3497375396656786,0.7655665078693166
313,6.283873930769764,0.7861267060963579
314,6.182996370161936,0.8265261479764311
315,6.288396648618387,0.829055992118445
316,6.368322296237037,0.8258228945770616
317,6.420544910662586,0.8226516724597615
318,6.1098444798569185,0.8613686076651896
319,5.987031832098938,0.9246471362190878
320,5.686305772614747,0.9517978817821774
321,5.6012174568577136,0.9480908777123362
322,5.5658707312276485,0.9254995605801162
323,5.539236673227051,0.9587920346183373
324,5.663825777821472,0.949405458133331
325,5.729280135286725,0.9928689706112656
326,5.86123290729284,1.0267075700904347
327,5.826287592728076,1.0138969987669784
328,5.763850882719704,1.0157326680571668
329,5.710563358899641,1.046290760477571
330,5.844895870843727,1.0728368537139445
331,5.703277511022422,1.0625357031080038
332,5.697199212127021,0.9981155180254826
333,5.732628833858727,1.101059931687993
334,5.706385257268812,1.092054958843202
335,5.6475476470156005,1.0831271128412725
336,5.491539732996696,1.0707898843833736
337,5.408137674254892,1.0833594452639386
338,5.342037926554075,1.0374877121114152
339,5.3253181279866455,1.0408933326598955
340,5.369341715344022,0.967935446482739
341,5.4304498812814606,0.9533081727064531
342,5.515852035107523,0.9120206918203004
343,5.60282101533181,0.958116433155574
344,5.613350938327245,0.9935612220043712
345,5.738914229632281,0.9355937218762876
346,6.026079271234868,1.0079777971659185
347,6.129989541567185,0.9188668658445747
348,6.176445996658385,0.8786494993574088
349,6.204844815063758,0.8953183274198271
350,6.253211014984916,0.9181456924310751
351,6.391901712060623,0.8562149828851713
352,6.166258165377866,0.7661124178483399
353,6.8456921003475095,0.7331528532703397
354,6.941931594997775,0.7723160618674438
355,7.148630883773768,0.6714748797332022
356,7.303791495288428,0.7405360224030455
357,7.237147229157014,0.7174740937977789
358,7.0805711408116565,0.7187990703030065
359,6.404412410844157,0.7820026918430422
360,6.331462331734723,0.7908089291497788
361,6.3976458963614276,0.7556456195362902
362,6.330272708664169,0.7473619540145879
363,6.3374596372517145,0.7104130962279026
364,6.3034987793370645,0.7298277711715403
365,6.283612748215133,0.7406492793409023
366,6.24550006830797,0.7125368945167855
367,6.289015862148314,0.6062017868561647
368,6.287845574559793,0.5934084300201368
369,6.301347726370489,0.6470363403699655
370,6.262483649721855,0.6364891118440872
371,6.238804546349306,0.6153622497742416
372,6.103376219256021,0.579816143870934
373,5.927810233464904,0.5974550466436197
374,6.083837600628625,0.6434912326831321
375,6.016360425578915,0.5738885701985909
376,5.843732091528654,0.5751103631514421
377,6.064494127238638,0.6158048278060929
378,6.178882608640532,0.7140103944864014
379,6.056146526501397,0.6042314898917991
380,6.072896454821883,0.6569963716779328
381,6.021713246954899,0.663515675481597
382,6.090529746885489,0.6867727272599518
383,6.616132920948048,0.6739446476902029
384,6.622233822087408,0.6375935639666916
385,6.713940895274938,0.6077638285183746
386,6.505690910661257,0.7181269678151998
387,6.167312280866395,0.7593197647511355
388,6.096907484145939,0.695667137973793
389,5.878847533967961,0.7103179414555161
390,5.998346402129426,0.6872652979851017
391,5.980680920994588,0.7169840870999351
392,5.7961295616648,0.6634436655940312
393,5.795923913801338,0.5535639592495427
394,5.902504469804281,0.590990143874766
395,5.916563755895148,0.6106457123367439
396,5.9151765186112115,0.6143218614266555
397,5.910641345368129,0.6288382161547563
398,5.945663021825351,0.6295557934475555
399,5.780034822787595,0.602678597550213
400,5.794257972594036,0.6129624090676709
401,5.901993021325867,0.6359480919348572
402,5.961449707514866,0.6112225087180567
403,6.03080030896732,0.6516050245431033
404,6.1132169922788275,0.6885330824227212
405,6.167322192334932,0.6715646726517379
406,6.1523442602934635,0.6463734966613506
407,6.1454708103420375,0.5307027020185737
408,6.131857188296123,0.5950614026999573
409,6.155238366254462,0.5602393391689118
410,6.435247541343022,0.4940477577068989
411,6.447041300693732,0.46911896972841766
412,6.640223943046409,0.5475619054849461
413,6.718516068140831,0.5868040558151246
414,7.092184990318831,0.5269233096128695
415,7.148503002765952,0.4713090121639941
416,7.1661246421061415,0.5188648827143438
417,7.021353651366897,0.5135133497879414
418,7.014022305068929,0.5076825843788562
419,6.963109543577833,0.5318289405208708
420,6.8608065948776025,0.5387418220765823
421,6.763384058881534,0.5885469063799009
422,6.714653308927423,0.5943791881881789
423,6.690964545570206,0.5915034037752874
424,6.705979081212149,0.6164145349732013
425,6.655546869887304,0.6076397574784701
426,6.542636719713066,0.6295891110309365
427,6.517864280850111,0.6925121848953709
428,6.486999882136604,0.636100713815978
429,6.544732264997536,0.6129153501858138
430,6.519527469275523,0.6290260117143127
431,6.15747849640727,0.6618606903120436
432,5.920957850674732,0.589835705168579
433,6.047169047992671,0.6829298888364166
434,6.311691544006212,0.6179538921270478
435,6.353825329194957,0.6154590847649567
436,6.412971193464649,0.6442340807893809
437,6.3431763648286115,0.6781629809757825
438,6.474331915161426,0.6204397290139118
439,6.365268837414135,0.5707744479133678
440,6.426646230515093,0.5723870966640175
441,6.3973149820849695,0.5037005709120339
442,6.283753690623837,0.546987828934236
443,6.461025376071859,0.581539183067152
444,6.490935576555091,0.5466278449794978
445,6.405707598946461,0.5380634418130572
446,6.3821515449658826,0.5459985691508993
447,6.169017842301582,0.48222709340849457
448,6.125490963580732,0.5371336161052591
449,6.042475558105763,0.5295801376730761
450,6.054404591372974,0.49304613847097234
451,6.023519853575196,0.5376260145228917
452,5.683570998580083,0.46381772545412703
453,5.629633556361585,0.46469461963117337
454,5.627615550427719,0.48112830782613897
455,5.727759928174038,0.4705371534996584
456,5.732524422271229,0.4960603987181226
457,5.705745721869342,0.5309713253128494
458,5.72081224033582,0.5448413144253015
459,5.740425302780076,0.5121027381219968
460,5.759858299749893,0.5550105666093144
461,5.771511375930362,0.5373420685794406
462,5.821362025755953,0.5867405243948547
463,5.812723160060341,0.5751629314029397
464,5.809308977747893,0.5953828995229251
465,5.895487282128962,0.6079189796083265
466,6.054772491044428,0.6346175808989218
467,6.0846427410147825,0.6205413800922217
468,6.2129072464699515,0.6122326988581177
469,6.2273124932438115,0.6406269747565342
470,6.246871434343418,0.6284893950711684
471,6.302753614102284,0.5763043914697836
472,6.083823692309798,0.6335878573537825
473,5.897805458741893,0.6317098856220684
474,5.973742817532144,0.6721747642532865
475,5.887881444067322,0.6884273332210352
476,5.8630250633675045,0.7045571639694542
477,5.829859593172771,0.6972617088629416
478,5.786027997718151,0.6028122226242565
479,5.936618847454777,0.5410923384669389
480,6.011233698492738,0.5377519049322487
481,5.994976126374154,0.518367047639999
482,6.225111351075895,0.5860821586795999
483,5.847397496613966,0.6152887118718545
484,5.789242905314131,0.6550095185059464
485,5.737472196437749,0.6695477995064474
486,5.72469460982327,0.6994586672395983
487,5.801925500352396,0.6927047291116641
488,5.844053286375731,0.7117684398318559
489,5.872036507749092,0.7395094296699596
490,5.666961216439829,0.7245436834847806
491,5.597077696968609,0.74882689199513
492,5.702540035413466,0.7221770092446361
493,5.933839446387956,0.6971593886867753
494,6.121677282924955,0.670669148557558
495,6.146429775578033,0.6964143263626332
496,6.265414653745259,0.7642240605381307
497,6.316769016724163,0.7509041615656108
498,6.499831589769033,0.785917015794509
499,6.6815546434887665,0.7564667802076768
500,6.767902988500587,0.749003717312936
501,6.574970719205442,0.7676886045772142
502,6.5974491749311595,0.7982729844293461
503,6.570123136755578,0.7412433364521487
504,6.409615463967331,0.7370570354716026
505,6.27027424763093,0.7995309737623737
506,6.409280810979071,0.7612317654868017
507,6.343538117374205,0.6586099728221835
508,6.255739406551433,0.5210961401601601
509,6.243439349122112,0.5148814452979347
510,6.079571443519176,0.5003571085969388
511,6.091001192450387,0.5074218920412421
512,6.102481882630846,0.5876958730492237
513,6.123567464140847,0.6068181011057008
514,6.034382301571941,0.6221449102554504
515,6.20243065138641,0.5889273512126666
516,6.203451144145911,0.6372789296737176
517,6.24947801494464,0.6096424293615463
518,6.414154765631528,0.6517477798175446
519,6.529876694428679,0.5801401053819831
520,6.519875272685596,0.6496120521238318
521,6.127787817159069,0.6036156454484486
522,6.094605171922954,0.5974612315627772
523,6.0481086922229315,0.5732932424026046
524,5.856674324211188,0.569401410373209
525,5.755894781598005,0.5396627061166818
526,5.750526954599098,0.5561103706119732
527,5.69360862177723,0.5250355344460724
528,5.694569458880298,0.5981237706912654
529,5.780904222220505,0.6258906590505505
530,5.767588113145774,0.6505835937616691
531,5.80892675659712,0.6034047437668931
532,6.015791448061013,0.5608937853315827
533,5.956186614607035,0.5886287653621927
534,5.983103665035993,0.5775854510143417
535,5.900117482122921,0.6046942503459589
536,5.835036536413949,0.6235654409178817
537,5.684948601822985,0.5983132336299629
538,5.828095981354233,0.5774504947009725
539,5.802883364297559,0.5636852148751895
540,5.836898139269258,0.5762927987709283
541,5.857829403111846,0.6826777001030937
542,5.930324553849036,0.5524696822208144
543,5.903773563941598,0.6214435251375634
544,6.02688071531503,0.5781757562880638
545,6.133955776242332,0.5512099673222961
546,6.29145143077599,0.5543413489746053
547,6.333768890669473,0.578432961427199
548,6.449094715208224,0.546670082922579
549,6.509303007069666,0.5507034717219028
550,6.574499479742586,0.5610379463858459
551,6.642109023222987,0.6242702563415954
552,6.632546918282696,0.6134842163862861
553,6.726724179135227,0.5928324897844215
554,6.730795658804157,0.5658281563760325
555,6.528213604160642,0.5348303431601282
556,6.714128949258455,0.6150966783123457
557,7.07432124730168,0.621906173717252
558,6.867022576075575,0.5947721802171351
559,6.721611382571525,0.5258195102498142
560,6.739002514843986,0.498657655656744
561,6.259803003296798,0.45785525332159793
562,6.214756710395664,0.4617338654478703
563,6.176921570200702,0.48504075742030645
564,6.1343028558654105,0.5146036592519145
565,6.0180835906568975,0.5047131713277374
566,5.874512328871771,0.4643385136794043
567,5.829362985974696,0.44588652184190913
568,5.802704241935117,0.47162261559663354
569,5.570594069626328,0.5666843948800571
570,5.612478780034149,0.5545030327767035
571,5.623010921777511,0.5487934527836145
572,5.628073194190535,0.46565142890418426
573,5.750065221384711,0.43444726731851413
574,5.721328379707545,0.441437327659877
575,5.694347685634369,0.4432381826064973
576,5.698621504386506,0.4880431066139196
577,5.803730820480097,0.4965485926495533
578,5.869286052409477,0.49244496023029705
579,5.912713541888101,0.5280256274688532
580,5.7782434701653935,0.5635414721705234
581,5.620588967324633,0.573715145521708
582,5.592521900219634,0.4886720643366259
583,5.344518943874566,0.5477070286745623
584,5.427409492103667,0.6295030388051815
585,5.364217851664268,0.608620928118951
586,5.197122396802138,0.6536070937572817
587,5.098835989249986,0.6646209497736071
588,5.0856311442664754,0.6419301172618992
589,5.07947503558535,0.6567659318745405
590,4.989044611432355,0.7209856079218362
591,4.940153853164671,0.6871122369551448
592,4.790895705983294,0.6859937580183222
593,4.757969780223371,0.5866643968869802
594,4.811565095565542,0.6368023709544044
595,4.988751580665954,0.6177924007025367
596,5.0246697319695395,0.6976224130537003
597,5.056527072726762,0.638891192873071
598,5.034798638598623,0.605793834358239
599,5.136169542585706,0.5811034089256584
