,NND,Polar
0,7.447444894395818,2.090464143199317
1,7.333266089930239,2.107957048659238
2,7.305249917748034,2.034694080783755
3,7.08525073526416,1.9353687456891473
4,7.037659185159917,1.9186849013564973
5,6.973586897963319,1.9409101987362685
6,6.87576119451819,1.9402158478154696
7,6.909593504045927,1.9211489998228912
8,7.013306115489325,2.02350853640885
9,7.18175467703727,2.0126603225048845
10,7.270878378695099,2.0410649427729712
11,7.565919912260001,2.122912342390269
12,7.468176042088275,2.1300853513016857
13,7.64154124246081,2.148668394095036
14,7.614392546597181,2.0945202798143625
15,7.447655959758841,1.9325544325002597
16,7.4504988912300565,2.012181033362265
17,7.316450595976245,1.9909324108138415
18,7.190672061428028,2.0049590511779947
19,7.060161393802182,1.989122180447306
20,6.7993611092183075,2.025557372877409
21,6.3623239753771195,1.9755020806633525
22,6.248938046244308,2.0602671804247024
23,6.066528228986917,2.0018430358941735
24,5.951343782217544,2.04690226776585
25,5.9341722981180824,2.112575910758214
26,5.898986912431683,2.0664155195202647
27,6.130162262037619,2.174682218279675
28,6.458066153687827,2.164773797298756
29,6.657672160622017,2.1158017048420072
30,6.797839200780342,2.2458614636956495
31,6.870344949480734,2.2382187468971324
32,6.9453129763516674,2.100281661785769
33,6.889371126321782,2.133051792612167
34,6.905097130835554,2.1182935403463965
35,7.312569724583394,2.0330532585096366
36,7.387364810536589,1.932909903000995
37,7.120042325949738,1.9190220918162557
38,6.933007184956288,1.931406541997784
39,6.926114690118174,1.9613538952311527
40,6.938560638895057,1.9660825652880112
41,6.937235035350792,1.9958041958543573
42,6.892447378747039,2.0197189351214044
43,6.879097239770929,2.033129975455899
44,6.86045125519329,2.1086901926529986
45,6.79064684504382,2.137608781201634
46,6.845913052896026,2.180056714385022
47,6.899333010050978,2.1284976047312094
48,7.020956402172312,2.122682528151146
49,7.072745103092783,2.121717804373249
50,7.143404349575052,2.0935217156214927
51,7.257742470191795,2.0994903172856527
52,7.310971517977174,2.067434585888547
53,7.03461378475333,2.0352170826423133
54,6.886534586037144,2.014287430697628
55,6.9360578426931285,2.0624473080919525
56,6.830322562940292,2.1314954950900415
57,6.5135298750865465,2.1760513265954082
58,6.32862359919416,2.1655328777865854
59,6.290497107814279,2.0982739309160436
60,6.276879349195551,1.8165229480408533
61,6.252183733767122,1.8440699174219135
62,6.274453975980307,1.856065668443689
63,6.397370109250339,1.8524265047252007
64,6.575408542584778,1.921668577865292
65,6.769274941710011,1.8698237512634814
66,7.142343273104985,1.8551927813852176
67,7.202123515340226,1.8216553959137292
68,7.009040411254896,1.8350570789181555
69,6.887142126082311,1.9355254562728839
70,6.7682143965259005,1.9939608211183517
71,6.699680080856312,2.011754202707425
72,6.394809853172538,1.9308691295189022
73,6.182792304099009,1.8797658215615929
74,6.05294831749677,1.8537671361765378
75,6.005704274365083,1.85594566537337
76,6.026196790207512,1.999512440063187
77,6.054468990803457,1.9859741048553912
78,6.124596076342869,2.012467562366021
79,6.2250542933523665,2.0121814700793035
80,6.2565652821929545,1.9448874831613088
81,6.34899012779689,1.9146841121387161
82,6.445365176577375,1.9420982346672881
83,6.523439726234397,1.8748238535825816
84,6.301821346663879,1.8870757713999542
85,6.296325741947778,1.9608971923395024
86,6.325544461012753,1.9685092268337105
87,6.405080541740008,2.04833688309502
88,6.7797763404667695,1.9313728756231847
89,6.895073938779081,1.9201457737074905
90,7.190228706648891,1.8446755250484617
91,7.075704119057531,1.8368271653932389
92,6.854040197491182,1.7952656026954985
93,6.827901037815862,1.738052666285131
94,6.990690420973238,1.7021004645662186
95,7.12284625223688,1.6104564013325517
96,6.947334602682008,1.5824549648348447
97,6.8852168976729295,1.6666891273031674
98,6.791473958360839,1.910048868823188
99,6.7175237076812095,1.8326592370530426
100,6.6873999207722905,1.8968659660227665
101,6.530966095756563,1.8445705042832763
102,6.510848376710662,1.8313188558044666
103,6.445674769081085,1.7539578363935102
104,6.347593545358528,1.7616556635736167
105,6.216429662585054,1.7636380285864273
106,6.255953182403696,1.7659378577559144
107,6.597526687577064,1.807477891692014
108,6.760204033690326,1.7475170026328424
109,6.821849917188417,1.718932677550789
110,6.896747270639852,1.707490160846913
111,6.55263103185115,1.858956293850186
112,6.465245574166138,1.897205804029519
113,6.542143179727935,1.832066664762186
114,6.597886535826507,2.002979686092449
115,6.7319797087369455,1.9420359532342664
116,6.867519812762589,1.8688568389078943
117,6.895903390446574,1.8555870837191608
118,6.871348845738043,1.8490233568729102
119,6.645700643895074,1.8366877771982415
120,6.86300681530557,1.841607306949417
121,7.104822064072782,1.8507384035145262
122,6.986457442963378,1.7632874910536427
123,6.8449070640122525,1.7530058770302945
124,6.537032229157794,1.5159882039417598
125,6.460446433370411,1.4841834821666249
126,6.508589932461274,1.5129916955374814
127,6.484527178857117,1.6203553471804386
128,6.576421864987605,1.694731466056524
129,6.717411436309676,1.8325762604859723
130,6.9091240282593445,1.8458124706022723
131,6.732207551994044,1.739905853588261
132,6.64663924042094,1.7768934798364189
133,6.520445907621189,1.739314228117812
134,6.52411983572865,1.7018430430379599
135,6.474950418063548,1.6946633002382572
136,6.402929671200457,1.6490618650900803
137,6.440118659911547,1.651614684191925
138,6.687683621535476,1.6430385580794458
139,6.7719338084047624,1.78064441794407
140,6.80060608444802,1.8134538027901628
141,6.86307723998972,1.8801896509621168
142,6.850624016850414,1.9125990495894714
143,6.941504561414826,1.9330223340234556
144,7.052952450404936,1.8091974041592538
145,7.159176117131953,1.7823026019251762
146,7.038433545872498,1.7161554148938247
147,6.940087332991342,1.6871267952055344
148,7.054505889396709,1.6250362444852429
149,6.650614771154435,1.694974054559681
150,6.4981382397384815,1.548658928759242
151,6.569313066668218,1.5312122498717642
152,6.470917171163631,1.488173727715409
153,6.447439876229003,1.4241286961755981
154,6.458247982354582,1.481002574760688
155,6.714106092073873,1.5485636948692743
156,6.717569628647797,1.574916264982397
157,6.761793060346608,1.5114640800051662
158,6.76825976890903,1.4907380650589568
159,6.6501759855469205,1.5287168696466704
160,6.488254838588611,1.539661515399708
161,6.144723264231103,1.57731710534288
162,6.097830559081055,1.561808950514247
163,6.188672510510599,1.5026949389643296
