,Nearest Neighbour Distance,Polarization
0,3.3748022290582385,2.3238485072980595
1,3.404957837787761,2.4484955144432763
2,3.3937592049215923,2.4162763197381527
3,3.388314968662501,2.5261846791473594
4,3.3682560203659815,2.443087091323811
5,3.410710918112279,2.3839576563420284
6,3.4357331377838904,2.423508762978434
7,3.441802614535456,2.5081786415313214
8,3.4541086672894377,2.492402408724021
9,3.464279499401167,2.513700741231788
10,3.462417165525451,2.4350237344317542
11,3.423624931340685,2.5245420591799883
12,3.3953432629883893,2.502709419062959
13,3.3528017663636165,2.618546978573711
14,3.3631995575100513,2.563789910626964
15,3.3504492715812746,2.528192503789348
16,3.4063761301821387,2.50205631007983
17,3.444359114610836,2.4002877323709395
18,3.4387368157636615,2.363354378549114
19,3.3893174308798795,2.39744075497678
20,3.334431786453382,2.323202782577237
21,3.3166962623075777,2.324277035315818
22,3.32735798487317,2.3293345909573446
23,3.365019675801565,2.378213489826263
24,3.3630241358170125,2.3046697702413006
25,3.364057844537515,2.399239013583707
26,3.35974602519688,2.3399581869554074
27,3.359320989209167,2.4176878974878084
28,3.4141042988510963,2.492957579554325
29,3.4039497095779048,2.4381439964310085
30,3.4216593770362898,2.4766106525364484
31,3.4953829605960895,2.4476901784981147
32,3.484346200546424,2.444209388850025
33,3.4326186043966516,2.4346158791341432
34,3.312985249836054,2.4372463832385307
35,3.2607080152048993,2.4596452238441753
36,3.2757462964693502,2.418915674647807
37,3.2895477193122313,2.3682472855170813
38,3.343578734976241,2.583889285595286
39,3.423069080039678,2.4385518320252677
40,3.431458004868149,2.4992537747970665
41,3.4931033704036007,2.4460646740823435
42,3.481726359693649,2.429301871419577
43,3.4444556176572187,2.414832194714678
44,3.4130684493134997,2.437471264868324
45,3.36597146734055,2.476881718451318
46,3.3189593171298504,2.457375974429713
47,3.2978269395770554,2.318945898972558
48,3.3505499773483383,2.380123168649228
49,3.3764048960270183,2.386759535232639
50,3.410372052627466,2.36230076036228
51,3.383397544923509,2.4100487679169937
52,3.2889464152524517,2.4868945075195583
53,3.248675110135904,2.438890514864964
54,3.186178937990826,2.49268055554422
55,3.209224352954948,2.5024414293803074
56,3.2545759423795384,2.5735158590079905
57,3.3003951384225423,2.5433582103047354
58,3.269787118504749,2.537023365214649
59,3.319372959428155,2.4956067555695927
60,3.3375386743301196,2.4477995229329768
61,3.345745337250037,2.4727456974195885
62,3.340767264123516,2.549319476601565
63,3.385705540155142,2.5578560696320993
64,3.4295156420585964,2.6097621336089736
65,3.4135338978625422,2.583455185597117
66,3.380529339496691,2.4926829736605134
67,3.3224251986728053,2.55835129593264
68,3.335851300647458,2.580250427104453
69,3.370246173287674,2.5501415790476214
70,3.350306545186025,2.5776760028233294
71,3.3834152355660394,2.5119946043906753
72,3.4240774690174565,2.55525537775849
73,3.4023838899464574,2.6389827380002817
74,3.4015326620049136,2.5635235894934674
75,3.3811426908614424,2.5820377626347755
76,3.401272138435877,2.6070179094913835
77,3.4196963224295143,2.5456463741794986
78,3.401191933271653,2.5134433296466643
79,3.3770111461627086,2.56742656134291
80,3.3968782314242607,2.563989995779531
81,3.4394033988454167,2.526724383028448
82,3.4326409011158963,2.481498469352661
83,3.359103797737468,2.5087111459958735
84,3.2719917305546726,2.5358666312606544
85,3.272563577548061,2.571958478593869
86,3.356162418138969,2.591524352269036
87,3.4097508589763983,2.561932431039178
88,3.3759814065111904,2.5417855614163782
89,3.396644432341733,2.519370906211566
90,3.4582503274935488,2.4663950872370304
91,3.4026793048823634,2.4817346975583057
92,3.4307150628425145,2.4563471642763677
93,3.435758265024039,2.362361759200657
94,3.3977891084805893,2.370791864217069
95,3.3388954815523806,2.352739953260678
96,3.2861290372308387,2.414077041792214
97,3.341296970024542,2.3607016040042357
98,3.4136212650146343,2.3454520793222096
99,3.475099881592292,2.3529241611315097
